149.360001,148.850006,152.190002,145.240005,15090200,-0.00426666,0.083439688
161.270004,168.449997,162,136.669998,52914400,0.083439688,0.048857205
176.679993,177.809998,177.289993,162.100006,51365900,0.048857205,0.003205708
178.380005,175.300003,182.380005,164.710007,37364100,0.003205708,0.019566417
178.729996,178.300003,186,173.130005,32460500,0.019566417,0.102748131
196.619995,195.779999,202.199997,169.360001,45718700,0.102748131,0.04045356
203.699997,203.699997,206,193.25,28693800,0.04045356,0.217476699
248,258.579987,259.200012,193.410004,82950200,0.217476699,-0.014463575
254.839996,256.720001,265,234.990005,78975100,-0.014463575,-0.086904008
234.410004,231.5,257.5,232.429993,37647300,-0.086904008,0.036889819
240.039993,241.389999,247.5,228.320007,36435300,0.036889819,-0.086789002
220.440002,221.949997,241.550003,210.270004,36300300,-0.086789002,-0.022437468
216.970001,220,222.600006,203,41839200,-0.022437468,-0.020636332
215.460007,216.759995,235.729996,203.509995,49796400,-0.020636332,-0.105416089
193.910004,197,218.449997,184.320007,42798900,-0.105416089,0.109847711
218.639999,216.330002,219.330002,190.820007,28191900,0.109847711,-0.043498377
206.919998,203.600006,216.740005,190.5,32608600,-0.043498377,0.018074621
207.279999,209.639999,218.660004,201.279999,24751000,0.018074621,-0.092921175
190.160004,188.949997,210.199997,177.220001,52830600,-0.092921175,0.033606807
195.300003,196.179993,199.330002,185.300003,26052600,0.033606807,0.078397418
211.559998,210.020004,213.869995,194.789993,20847800,0.078397418,-0.024188182
204.940002,204.350006,214.800003,201.669998,23297600,-0.024188182,-0.010031823
202.300003,201.5,210.809998,200.399994,16876200,-0.010031823,0.149727037
231.669998,231.5,235.539993,199.25,40066800,0.149727037,0.004319654
232.5,233.050003,241.880005,226.119995,36504200,0.004319654,0.028620459
239.720001,240.660004,244.490005,230.240005,25722700,0.028620459,-0.089711612
219.070007,221.270004,242.330002,214.270004,26924000,-0.089711612,-0.007637737
219.580002,221.820007,228.789993,215.449997,25203300,-0.007637737,-0.0100983
219.580002,220.009995,224.800003,213.600006,19499800,-0.0100983,0.02272624
225.009995,221.919998,232,219.429993,19312600,0.02272624,0.074666579
238.490005,238.899994,242.990005,221.039993,35921000,0.074666579,0.088154029
259.959991,262.01001,263.73999,238.580002,36301900,0.088154029,-0.020037402
256.76001,254.669998,267.26001,251.619995,26111100,-0.020037402,0.027761386
261.73999,263.5,265.5,252.610001,16913000,0.027761386,0.07825425
284.119995,287.670013,284.890015,260.290009,22129500,0.07825425,-0.031946333
278.480011,279.5,291.420013,272.51001,36344300,-0.031946333,-0.067119893
260.73999,262.410004,284.790009,249.130005,35627500,-0.067119893,-0.045729964
250.410004,251.119995,265.600006,244.710007,29554000,-0.045729964,-0.033609438
242.679993,242.199997,254.960007,240.119995,21470100,-0.033609438,0.071717631
259.570007,260.100006,262.48999,235.649994,32545000,0.071717631,-0.127028094
227.059998,220,265.540009,221,43678700,-0.127028094,0.069727255
235.339996,233.190002,235.389999,217.320007,32720700,0.069727255,0.041082387
242.770004,241.130005,244.600006,220.309998,31141900,0.041082387,-0.009123759
238.929993,241,247.559998,235.059998,19852600,-0.009123759,0.041825734
251.080002,249.720001,251.820007,228.5,42087600,0.041825734,0.031955834
257.700012,250.610001,259.98999,245.580002,26706600,0.031955834,-0.010055485
248.089996,248.339996,252.779999,240.639999,26940300,-0.010055485,-0.068092145
231.429993,226.25,249,228,18607300,-0.068092145,-0.04137017
216.889999,214.130005,230.899994,204.270004,33884000,-0.04137017,-0.076215414
197.809998,193.059998,216.770004,195.369995,34826700,-0.076215414,0.144566473
220.970001,219.770004,224.320007,192.649994,31066700,0.144566473,0.011193484
222.229996,223.089996,228.5,219.25,10364900,0.011193484,-0.052938264
211.279999,213.350006,225.679993,204.210007,18796900,-0.052938264,-0.042652945
204.25,185.830002,214.779999,199.25,21423700,-0.042652945,0.032825652
191.929993,189.550003,195.75,185,24861000,0.032825652,0.086678938
205.979996,206.110001,208.619995,189.509995,17724000,0.086678938,0.059434282
218.360001,218.289993,220.369995,196.5,18666800,0.059434282,-0.009162124
216.289993,212.210007,225.479996,211.990005,18924400,-0.009162124,-0.037038786
204.350006,204.169998,214.740005,193.279999,35589300,-0.037038786,-0.000293858
204.110001,204.940002,218.199997,201.699997,28929700,-0.000293858,-0.026251605
199.559998,199.25,211.089996,195.320007,26618900,-0.026251605,-0.044818033
190.320007,191.149994,206.190002,187.600006,28069000,-0.044818033,0.018728758
194.729996,194.960007,198.710007,187.320007,25070500,0.018728758,0.034673747
201.720001,198.270004,204.589996,193.110001,23771800,0.034673747,-0.047914459
188.770004,188.699997,198.589996,181.399994,33501400,-0.047914459,0.077106535
203.25,208.199997,207.75,186.050003,25600100,0.077106535,-0.003554227
207.460007,207.460007,213,205.5,20946200,-0.003554227,0.009399388
209.410004,212.5,210.75,203.5,12068600,0.009399388,0.084611746
230.479996,230.050003,238.75,211.690002,32460000,0.084611746,0.012605929
232.949997,234.100006,239.5,220.410004,23361200,0.012605929,0.045450657
244.740005,247.610001,246.350006,220.25,31430700,0.045450657,-0.001898154
247.139999,247.130005,251,241.25,19885900,-0.001898154,0.001335338
247.460007,248.509995,252,241.369995,11448000,0.001335338,-0.000643793
248.350006,248.199997,252.869995,245.050003,15468100,-0.000643793,0.031426282
256,251.899994,258.75,245.679993,14869400,0.031426282,0.004843196
253.119995,252.169998,254.369995,246.009995,11091800,0.004843196,0.061466531
267.670013,266.980011,268,252.020004,19190500,0.061466531,0.004794363
268.26001,271.109985,271.410004,260.700012,15665700,0.004794363,-0.01191391
267.880005,259.320007,282.450012,260.769989,19492100,-0.01191391,0.024409945
265.649994,266.73999,265.98999,254.309998,17034000,0.024409945,0.000112465
266.769989,261.269989,286.649994,262.079987,19728900,0.000112465,0.013587546
264.820007,264.269989,271.089996,250.789993,16758700,0.013587546,0.007605896
266.279999,263.579987,269.359985,257.070007,11953300,0.007605896,-0.099438475
237.369995,235,271,234.440002,34350700,-0.099438475,0.109446813
260.720001,260.329987,260.950012,232.740005,24140600,0.109446813,-0.15480348
220.029999,227.929993,260.649994,195,29009200,-0.15480348,0.046944291
238.630005,245.300003,254.949997,215.509995,28268300,0.046944291,0.011699939
248.169998,252.050003,252.080002,238.199997,15651400,0.011699939,0.006030565
253.570007,253.039993,254.600006,244.729996,14264700,0.006030565,0.031220397
260.940002,261.950012,271.570007,252.880005,21527300,0.031220397,-0.058408159
246.649994,252,266.910004,245.460007,18426700,-0.058408159,-0.041825369
241.460007,236.630005,252.399994,234.929993,22835400,-0.041825369,-0.073448019
219.25,220.669998,237.699997,211.130005,28113400,-0.073448019,-0.034621829
213.029999,211.990005,231.149994,202,27654300,-0.034621829,-0.007736209
210.350006,211.309998,217.100006,207.509995,18123000,-0.007736209,-0.014007818
208.350006,227,215.800003,203.889999,21210300,-0.014007818,-0.046255507
216.5,217.770004,234.580002,216.080002,28116700,-0.046255507,-0.017311861
214,214.5,219.479996,205.800003,14768100,-0.017311861,0.017482517
218.25,221.339996,226.190002,212.520004,14723500,0.017482517,0.071609317
237.190002,237,238,220.380005,12334000,0.071609317,-0.043375523
226.720001,226.699997,238.600006,224.199997,14326500,-0.043375523,-0.024746366
221.089996,222.100006,228.490005,214.869995,13465000,-0.024746366,0.035344398
229.949997,232.179993,237.759995,220.729996,15329000,0.035344398,0.021578125
237.190002,236.600006,237.720001,225.539993,6571800,0.021578125,-0.055663621
223.429993,220,243.630005,219,16426800,-0.055663621,-0.045590905
209.970001,212.009995,220.440002,203,18143100,-0.045590905,-0.034385143
204.720001,199.399994,212.649994,193.380005,20234400,-0.034385143,-0.029287844
193.559998,192.380005,205.5,188.880005,19774400,-0.029287844,-0.049901267
182.779999,183.589996,199.520004,180.229996,22133500,-0.049901267,-0.192494127
148.25,150.5,183.940002,141.050003,39621000,-0.192494127,0.031029887
155.169998,159,163.259995,141.740005,37488500,0.031029887,0.114528346
177.210007,172.75,181.729996,156.679993,23716700,0.114528346,0.078726518
186.350006,183.729996,196.350006,167.839996,28392400,0.078726518,0.102705113
202.600006,204.520004,209.699997,181.5,25680100,0.102705113,0.067572813
218.339996,218,218.970001,200.669998,18981100,0.067572813,0.074495436
234.240005,232.369995,239.880005,217.020004,21635200,0.074495436,-0.009639756
230.130005,235.089996,234.809998,215,17840300,-0.009639756,0.086690226
255.470001,253.970001,256.559998,225.009995,51467400,0.086690226,-0.024215435
247.820007,248.509995,269.339996,243.630005,42812500,-0.024215435,-0.004587341
247.369995,246.259995,258.309998,241.25,23417300,-0.004587341,0.030374442
